Name,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925
Arizona State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,None,None,None,None,None,None,None,Ind,Ind,Ind,None,None,Ind,None,None,Ind,Ind,Ind,Ind
Western,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,MVCBS,None,None,None,None,None,None,None,None,MVCBS,None,None,None,None,None,None
Northern Illinois,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,None,Ind,Ind,IIAC,IIAC,IIAC,Ind
Baylor,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,SWIAA,SWIAA,None,Ind,Ind,None,Ind,Ind,TIAA,TIAA,TIAA,SWC,SWC,SWC,SWC,SWC/TIAA,SWC,SWC,SWC,SWC,SWC,SWC
Arizona,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind
A.T. Still,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,Ind,None
Saint Louis,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Ohio Medical,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Chicago Eclectic,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Louisiana,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,LIAA,Ind,LIAA,LIAA,None,None,None,LIAA,None,LIAA,LIAA,SIAA//LIAA
Stetson,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Spring Hill,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,None,None,None,Ind,None,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Oklahoma State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,SWIAA,SWIAA,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,SWC,SWC,SWC,SWC,SWC,SWC,SWC,SWC/OIC,SWC,SWC,MVC
Chilocco,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Florida,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,Ind,SIAA,SIAA,SIAA,SoCon,SoCon,SoCon,SoCon
Louisiana Tech,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,LIAA,None,None,None,None,None,LIAA,None,LIAA,LIAA,SIAA/LIAA
Tusculum,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None
New Mexico,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Whitman,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NWIAA,None,None,None,None,None,NWC,NWC,NWC,None,NWC,NWC,NWC,NWC,NWC,NWC,None,NWC,NWC,NWC,NWC,NWC,NWC,NWC
Ursinus,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Knox,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,IIAC/MWC,IIAC/MWC,IIAC/MWC,IIAC/MWC
Western Illinois,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,IIAC,IIAC,IIAC,IIAC
Samford,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,Ind,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,Ind,Ind,SIAA,SIAA,SIAA,None,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA
Florida State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
E.F. Seminary,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Central Oklahoma,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,Ind,None,None,None,None,None,None,None,None,OIC,OIC,None,None,None,None,None,None,OIC,OIC,OIC,OIC
Alma,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,None,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA
Kenyon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC
Xavier,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,OAC,OAC,OAC,OAC,OAC
Shurtleff,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,IIAC,IIAC,IIAC,IIAC
Goldey-Beacom,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
UT Health Science,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind
Idaho State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Ohio Northern,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,Ind,None,Ind,Ind,None,Ind,None,None,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC
Trinity (TX),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,SWIAA,SWIAA,None,None,None,None,None,None,TIAA,TIAA,TIAA,None,None,None,None,TIAA,None,TIAA,TIAA,TIAA,TIAA,TIAA
Bethany,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC
SEMO,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,MAIAA,None,MAIAA,MAIAA,MAIAA,MAIAA,MAIAA,MAIAA,MAIAA
Texas State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,TIAA,TIAA,TIAA,TIAA
Chattanooga,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,SIAA,SIAA,SIAA,None,None,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA
Rollins,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,SIAA
Birmingham-Southern,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,None,Ind,Ind,Ind,Ind,Ind,Ind,SIAA
Dayton,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
The Citadel,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA
Carnegie Mellon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Franklin,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,IIC,IIC,None
Western Michigan,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Roanoke,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,None,None
Wooster,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC
Denison,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC,OAC
DePaul,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,WIC,WIC
Mississippi College,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,None,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA,SIAA
Northwestern State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,Ind,None,None,None,None,None,LIAA,None,LIAA,LIAA,None
South Carolina State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Truman State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,MAIAA,MAIAA,MAIAA,None,MAIAA,MAIAA,MAIAA,MAIAA,MAIAA,MAIAA,MAIAA
St. Viator,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,Ind,Ind,None,None,None,None,None,None,None,None,None,None,IIAC,IIAC/WIC,IIAC/WIC
Central Arkansas,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Adrian,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,MIAA,None,MIAA,None,None,None,None,None,Ind
Rose-Hulman,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,None,None,None,Ind,None,ICAL,None,None,None,None,None,None,IIC,IIC,None
Elon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Loyola Marymount,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,NCJCC,None,None,Ind
Hawaii,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Southern Illinois,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,IIAC,None,IIAC,None,IIAC,IIAC,IIAC,IIAC,IIAC
Lawrence Athletics,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,MVCBS,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
St. Bonaventure,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,None,None
Middle Tennessee State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Louisville,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,SIAA,SIAA,None,None,None,None,SIAA,SIAA,SIAA,SIAA,Ind
Charleston,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None,WVAC
Southern Mississippi,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Rice,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,TIAA,TIAA,TIAA,SWC,SWC,SWC,SWC,SWC/TIAA,SWC,SWC/TIAA,SWC/TIAA,SWC/TIAA,SWC/TIAA,SWC
Sam Houston State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,None,Ind,Ind,Ind,Ind,None,TIAA,TIAA
Memphis,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind
Eastern Washington,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,None,None,None,CVC,CVC,CVC,CVC/TNC,CVC,CVC/TNC
Hampton,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA
Virginia Union,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA
Lincoln (PA),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CIAA,CIAA,CIAA,None,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,None
Shaw,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,CIAA,CIAA,None,CIAA,None,None,None,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA,CIAA
Austin,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,TIAA,TIAA,TIAA,None,None,None,None,TIAA,None,TIAA,TIAA,TIAA,TIAA,TIAA
Texas Wesleyan,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,TIAA,TIAA,None,None,None,None,None,None,None,None,None,None,None,None
Southwestern,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,TIAA,TIAA,TIAA,SWC,SWC,None,None,TIAA,None,TIAA,TIAA,TIAA,TIAA,TIAA
Daniel Baker,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,TIAA,TIAA,TIAA,None,None,None,None,None,None,TIAA,TIAA,TIAA,TIAA,TIAA
Christian Brothers,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,None,None,None,None,None,None,None
Western Kentucky,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,None,None,None,Ind,Ind,SIAA,SIAA,SIAA,Ind
Presbyterian,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,SIAA,SIAA,SIAA,SIAA
Florida Southern,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,None,None,None,None,None,Ind,None,None,None,None,None,None
North Texas,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Ind,Ind,Ind,Ind,Ind,Ind,Ind,Ind,None,TIAA,TIAA,TIAA,TIAA
Southwestern (KS),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,KCAC,KCAC,KCAC,KCAC,KCAC,None,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC
Friends,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,KCAC,KCAC,KCAC,KCAC,KCAC,None,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC
Sterling,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC
Pittsburg State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,KCAC,KCAC,KCAC,KCAC,KCAC,None,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC
Saint Mary's (KS),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,KCAC,KCAC,KCAC,KCAC,KCAC,None,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC
Fort Hays State,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,KCAC,KCAC,KCAC,KCAC,KCAC,None,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC,KCAC
Kansas City,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,KCAC,KCAC,KCAC,None,None,None,None,None,None,None,None,None,None
